Item,Mois,Montant,MonthLabel_en,StartOfMonth
Plan traitement ortho,Jun,300.0,Jun,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Jun,125.0,Jun,
Guide Chirurgical,Jun,210.0,Jun,
Finition Résine CTR (Délai 2),Jun,600.0,Jun,
Crochet Valplast / Valplast clasp,Jun,200.0,Jun,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Jun,200.0,Jun,
Délai Express - 6 jours + 100%,Jun,70.0,Jun,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Jun,120.0,Jun,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Jun,390.0,Jun,
Rebasage MCI,Jun,0.0,Jun,
Délai Express - 2 jours + 40%,Jun,68.0,Jun,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Jun,0.0,Jun,
Modèle Etude 3d,Jun,75.0,Jun,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Jun,0.0,Jun,
Mainteneur d'espace / Space retainer (cast ring),Jun,135.0,Jun,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Jun,0.0,Jun,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Jun,0.0,Jun,
Option Clavette / Key Post Core,Jun,50.0,Jun,
Avis ortho,Jun,60.0,Jun,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Jun,0.0,Jun,
Facette / Facet Veneer,Jun,40.0,Jun,
Délai Express - 4 jours + 70%,Jun,0.0,Jun,
Livraison Express,Jun,120.0,Jun,
Clef en Plâtre CTZ 1,Jun,0.0,Jun,
Délai Express - 5 jours + 85%,Jun,0.0,Jun,
SSA PMMA,Jun,170.0,Jun,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Jun,0.0,Jun,
Supplément contre-plaquée,Jun,20.0,Jun,
Bridge TOBBI,Jun,0.0,Jun,
Finition Résine Complet sur implants (Délai 2),Jun,0.0,Jun,
Modèle d'étude,Jun,0.0,Jun,
Disjoncteur avec bagues (Délais 2),Jun,128.0,Jun,
Joint Céram / Porcelain butt margin,Jun,20.0,Jun,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Jun,0.0,Jun,
Complet Transvissé Résine (Délai 2),Jun,0.0,Jun,
PEI Projet Prothétique,Jun,250.0,Jun,
Plaque avec vérin de Hawley (Délai 2),Jun,400.0,Jun,
Design Couronne CAO W,Jun,0.0,Jun,
Cire Base dure (Délai 1),Jun,0.0,Jun,
Clef silicone (9-14 dents) / Mock Up Key,Jun,0.0,Jun,
Délai Express - 3 jours + 55%,Jun,0.0,Jun,
Finition Résine COMPLET SUR LOCATOR (Délai 1),Jun,0.0,Jun,
Arc de Nance avec bagues,Jun,0.0,Jun,
Réparation ou Adjonction (délai 2),Jun,0.0,Jun,
Cire base dure (Délai 2),Jun,40.0,Jun,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Jun,0.0,Jun,
Grille de renfort,Jun,90.0,Jun,
Stellite PEEK (Délai 1) / CCP PEEK,Jun,0.0,Jun,
Céramique Gingivale / Pink Porcelain,Jun,225.0,Jun,
Clef silicone (1 a 4 dents)/ Mock Up Key,Jun,80.0,Jun,
Duplicata,Jun,0.0,Jun,
Finition Résine COMPLET SUR LOCATOR (Délai 2),Jun,0.0,Jun,
Supplément multi,Jun,110.0,Jun,
Clef silicone (5-8 dents) / Mock Up Key,Jun,40.0,Jun,
Gouttière sur Dent Pro,Jun,0.0,Jun,
Impression (Résine Spécial) Guide Chirurgical,Jun,0.0,Jun,
Rebasage (délai 2),Jun,0.0,Jun,
Chappe de réduction,Jun,30.0,Jun,
Clef validation emp. numérique,Jun,0.0,Jun,
Gouttière Blanchiment (Délai 2) / Bleaching tray,Jun,0.0,Jun,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Jun,0.0,Jun,
Gouttière Provisoire,Jun,0.0,Jun,
Gouttières de Fluoration / Fluoridation Tray,Jun,0.0,Jun,
Plan de traitement suite avis Ortho,Jun,0.0,Jun,
Stellite PEEK (Délai 2) / CCP PEEK,Jun,0.0,Jun,
Plaque de Hawley (Délai 2),Jun,0.0,Jun,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Jun,0.0,Jun,
Gouttière Sport / Sport Guard Tray,Jun,70.0,Jun,
Cire Transvissée CTR 2,Jun,45.0,Jun,
Clef en platre,Jun,0.0,Jun,
Guide de positionnement rigide,Jun,9.0,Jun,
Design Pilier Perso CAO W,Jun,0.0,Jun,
Dents Supp PEEK (Délai 1) / Teeth,Jun,0.0,Jun,
Finition Résine Complet sur implants (Délai 1),Jun,0.0,Jun,
Stratification / Add porcelain,Jun,100.0,Jun,
Disjoncteur,Jun,0.0,Jun,
Fil de renfort / Rep,Jun,15.0,Jun,
Design Valplast CAO W,Jun,0.0,Jun,
Mise en articulation,Jun,0.0,Jun,
Attachement secours,Jun,0.0,Jun,
Dents Supp PEEK (Délai 2) / Teeth,Jun,0.0,Jun,
Réparation ou Adjonction (Délai 2),Jun,0.0,Jun,
Cire Transvissée CTZ 2,Jun,0.0,Jun,
Design Chassis CAO W,Jun,0.0,Jun,
Gouttière Mock Up,Jun,0.0,Jun,
Design Dents Supp CAO W,Jun,0.0,Jun,
Design Inlay Core CAO W,Jun,0.0,Jun,
Désolidarisation,Jun,0.0,Jun,
Design Sur Implant CAO W,Jun,0.0,Jun,
Design Wax Up CAO W,Jun,0.0,Jun,
Nettoyage Appareil,Jun,0.0,Jun,
MISC,Jun,-6926.69,Jun,
Discount,Jun,-17884.0,Jun,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,Jul,20880.0,Jul,
Céramo-métallique (délai 2) / PFM,Jul,16700.0,Jul,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,Jul,14365.0,Jul,
Inlay Core (Délai 2) / Post Core,Jul,14490.0,Jul,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,Jul,15120.0,Jul,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,Jul,16260.0,Jul,
Zircone Mono (délai 2) / Xtcera full zircone,Jul,10055.0,Jul,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,Jul,10890.0,Jul,
Inlay/Onlay Composite (Délai 2),Jul,11610.0,Jul,
Zircone Mono (délai 1) / Xtcera full zircone,Jul,10380.0,Jul,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,Jul,7875.0,Jul,
Inlay Core (Délai 1) / Post Core,Jul,9100.0,Jul,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,Jul,7070.0,Jul,
Céramo-métallique (délai 1) / PFM,Jul,8820.0,Jul,
Dents Supplémentaires (délai 2) / Tooth,Jul,6595.0,Jul,
Emax (Délai 2) / Emax Press,Jul,6560.0,Jul,
Partiel résine finition directe (délais 1) / Partial acrylic denture,Jul,5460.0,Jul,
Emax Onlay high translucide  HT(Délai 1),Jul,5040.0,Jul,
Complet Finition Direct (délai 2) / Full Acrylic denture,Jul,7150.0,Jul,
Inlay/Onlay composite (Délai 1),Jul,4661.0,Jul,
Emax Onlay high translucide  HT (Délai 2),Jul,5520.0,Jul,
Emax (Délai 1) / Emax Press,Jul,4770.0,Jul,
Dents supplémentaires (Délai 1) / Tooth,Jul,3992.0,Jul,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,Jul,3080.0,Jul,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,Jul,2530.0,Jul,
Rajout Crochet,Jul,3450.0,Jul,
Provisoire (Délai 1) / Temporary Crown,Jul,4320.0,Jul,
Supplément Cr sur implant (délai 2) / Screwed Crown,Jul,2500.0,Jul,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,Jul,2760.0,Jul,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,Jul,2050.0,Jul,
Provisoire (Délai 2) / Temporary Crown,Jul,2525.0,Jul,
Complet Finition Direct (délai 1) / Full Acrylic denture,Jul,440.0,Jul,
Finition Résine (Délai 1) / Acrylic finish,Jul,3200.0,Jul,
Réparation ou Adjonction (Délai 1),Jul,2190.0,Jul,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,Jul,2340.0,Jul,
Finition Résine (Délai 2) / Acrylic finish,Jul,1820.0,Jul,
Couronne Métallique (délai 2) / Cocr Metal crown,Jul,2080.0,Jul,
Gouttière Blanchiment (Délai 1) / Bleaching tray,Jul,1610.0,Jul,
Valplast (Délai 2) / Flibber Valplast Direct Finish,Jul,1680.0,Jul,
Supplément Cr sur implant (délai 1) / Screwed Crown,Jul,2600.0,Jul,
Valplast (Délai 1) / Flibber Valplast Direct Finish,Jul,3200.0,Jul,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),Jul,3000.0,Jul,
Emax stratifiée (Délai 2) / Emax Copying,Jul,3080.0,Jul,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,Jul,595.0,Jul,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,Jul,1400.0,Jul,
Gouttière Contention Ortho/ Contention Tray,Jul,1160.0,Jul,
Emax stratifiée (Délai 1) / Emax Copying,Jul,840.0,Jul,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,Jul,0.0,Jul,
MCI Pmma,Jul,950.0,Jul,
Couronne Métallique (délai 1) / Cocr Metal crown,Jul,450.0,Jul,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),Jul,0.0,Jul,
Option Maquillage Supplémentaire / Additional Shade,Jul,990.0,Jul,
Option ceramisé / Opaqued,Jul,990.0,Jul,
Soudure,Jul,600.0,Jul,
Rajout Dent / Tooth,Jul,750.0,Jul,
Custom Billing,Jul,369.0,Jul,
Pilier personnalisé,Jul,900.0,Jul,
Finition Résine CTR (Délai 1),Jul,0.0,Jul,
Wax Up (Délai 1) / Mock Up,Jul,630.0,Jul,
Attachement,Jul,500.0,Jul,
SSA Zircone MULTI,Jul,285.0,Jul,
Barre (fil) contention / contention wire,Jul,800.0,Jul,
PEI (délai 2) / Custom Impression Tray,Jul,270.0,Jul,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,Jul,770.0,Jul,
Option Fraisé / Milled Wall,Jul,240.0,Jul,
PEI (délai 1) / Custom Impression Tray,Jul,360.0,Jul,
Gouttières Ortho / Orthodontic Tray,Jul,220.0,Jul,
Délai Express - 1 jour + 25%,Jul,253.0,Jul,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,Jul,70.0,Jul,
Cire (délai 2) / Wax Rim,Jul,210.0,Jul,
Chape guide réduction,Jul,320.0,Jul,
Cire (délai 1) / Wax Rim,Jul,240.0,Jul,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,Jul,0.0,Jul,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,Jul,190.0,Jul,
Rebasage (Délai 1),Jul,135.0,Jul,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),Jul,1250.0,Jul,
Wax Up (Délai 2) / Mock Up,Jul,330.0,Jul,
Plaque Palais / Metal Plate,Jul,140.0,Jul,
Plan traitement ortho,Jul,300.0,Jul,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Jul,150.0,Jul,
Guide Chirurgical,Jul,330.0,Jul,
Finition Résine CTR (Délai 2),Jul,200.0,Jul,
Crochet Valplast / Valplast clasp,Jul,160.0,Jul,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Jul,240.0,Jul,
Délai Express - 6 jours + 100%,Jul,270.0,Jul,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Jul,120.0,Jul,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Jul,120.0,Jul,
Rebasage MCI,Jul,0.0,Jul,
Délai Express - 2 jours + 40%,Jul,201.0,Jul,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Jul,0.0,Jul,
Modèle Etude 3d,Jul,105.0,Jul,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Jul,0.0,Jul,
Mainteneur d'espace / Space retainer (cast ring),Jul,90.0,Jul,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Jul,0.0,Jul,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Jul,0.0,Jul,
Option Clavette / Key Post Core,Jul,50.0,Jul,
Avis ortho,Jul,180.0,Jul,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Jul,0.0,Jul,
Facette / Facet Veneer,Jul,40.0,Jul,
Délai Express - 4 jours + 70%,Jul,0.0,Jul,
Livraison Express,Jul,50.0,Jul,
Clef en Plâtre CTZ 1,Jul,0.0,Jul,
Délai Express - 5 jours + 85%,Jul,0.0,Jul,
SSA PMMA,Jul,255.0,Jul,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Jul,0.0,Jul,
Supplément contre-plaquée,Jul,125.0,Jul,
Bridge TOBBI,Jul,0.0,Jul,
Finition Résine Complet sur implants (Délai 2),Jul,0.0,Jul,
Modèle d'étude,Jul,90.0,Jul,
Disjoncteur avec bagues (Délais 2),Jul,0.0,Jul,
Joint Céram / Porcelain butt margin,Jul,110.0,Jul,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Jul,0.0,Jul,
Complet Transvissé Résine (Délai 2),Jul,0.0,Jul,
PEI Projet Prothétique,Jul,150.0,Jul,
Plaque avec vérin de Hawley (Délai 2),Jul,0.0,Jul,
Design Couronne CAO W,Jul,0.0,Jul,
Cire Base dure (Délai 1),Jul,150.0,Jul,
Clef silicone (9-14 dents) / Mock Up Key,Jul,60.0,Jul,
Délai Express - 3 jours + 55%,Jul,0.0,Jul,
Finition Résine COMPLET SUR LOCATOR (Délai 1),Jul,0.0,Jul,
Arc de Nance avec bagues,Jul,0.0,Jul,
Réparation ou Adjonction (délai 2),Jul,75.0,Jul,
Cire base dure (Délai 2),Jul,0.0,Jul,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Jul,0.0,Jul,
Grille de renfort,Jul,45.0,Jul,
Stellite PEEK (Délai 1) / CCP PEEK,Jul,0.0,Jul,
Céramique Gingivale / Pink Porcelain,Jul,0.0,Jul,
Clef silicone (1 a 4 dents)/ Mock Up Key,Jul,0.0,Jul,
Duplicata,Jul,0.0,Jul,
Finition Résine COMPLET SUR LOCATOR (Délai 2),Jul,50.0,Jul,
Supplément multi,Jul,60.0,Jul,
Clef silicone (5-8 dents) / Mock Up Key,Jul,40.0,Jul,
Gouttière sur Dent Pro,Jul,0.0,Jul,
Impression (Résine Spécial) Guide Chirurgical,Jul,0.0,Jul,
Rebasage (délai 2),Jul,40.0,Jul,
Chappe de réduction,Jul,50.0,Jul,
Clef validation emp. numérique,Jul,0.0,Jul,
Gouttière Blanchiment (Délai 2) / Bleaching tray,Jul,0.0,Jul,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Jul,0.0,Jul,
Gouttière Provisoire,Jul,40.0,Jul,
Gouttières de Fluoration / Fluoridation Tray,Jul,0.0,Jul,
Plan de traitement suite avis Ortho,Jul,90.0,Jul,
Stellite PEEK (Délai 2) / CCP PEEK,Jul,0.0,Jul,
Plaque de Hawley (Délai 2),Jul,80.0,Jul,
Gouttière Bruxisme SOUPLE (Délai 1) / SOFT Guard Tray,Jul,0.0,Jul,
Gouttière Sport / Sport Guard Tray,Jul,0.0,Jul,
Cire Transvissée CTR 2,Jul,0.0,Jul,
Clef en platre,Jul,120.0,Jul,
Guide de positionnement rigide,Jul,15.0,Jul,
Design Pilier Perso CAO W,Jul,0.0,Jul,
Dents Supp PEEK (Délai 1) / Teeth,Jul,0.0,Jul,
Finition Résine Complet sur implants (Délai 1),Jul,0.0,Jul,
Stratification / Add porcelain,Jul,0.0,Jul,
Disjoncteur,Jul,0.0,Jul,
Fil de renfort / Rep,Jul,24.0,Jul,
Design Valplast CAO W,Jul,0.0,Jul,
Mise en articulation,Jul,0.0,Jul,
Attachement secours,Jul,0.0,Jul,
Dents Supp PEEK (Délai 2) / Teeth,Jul,0.0,Jul,
Réparation ou Adjonction (Délai 2),Jul,0.0,Jul,
Cire Transvissée CTZ 2,Jul,0.0,Jul,
Design Chassis CAO W,Jul,0.0,Jul,
Gouttière Mock Up,Jul,0.0,Jul,
Design Dents Supp CAO W,Jul,0.0,Jul,
Design Inlay Core CAO W,Jul,0.0,Jul,
Désolidarisation,Jul,0.0,Jul,
Design Sur Implant CAO W,Jul,0.0,Jul,
Design Wax Up CAO W,Jul,0.0,Jul,
Nettoyage Appareil,Jul,0.0,Jul,
MISC,Jul,-5031.68,Jul,
Discount,Jul,-17345.0,Jul,
Zircone stratifié (Délai 2) / Zircone coping+porcelain,Aug,9090.0,Aug,
Céramo-métallique (délai 2) / PFM,Aug,9700.0,Aug,
Zircone Multi-couche (Délai 2) / Multilayer Dmax zircone,Aug,9685.0,Aug,
Inlay Core (Délai 2) / Post Core,Aug,5490.0,Aug,
Zircone Multi-couche (Délai 1) / Multilayer Dmax zircone,Aug,5810.0,Aug,
Zircone Stratifié (Délai 1) / Zircone coping+porcelain,Aug,1680.0,Aug,
Zircone Mono (délai 2) / Xtcera full zircone,Aug,7975.0,Aug,
Stellite Finition Direct (délai 2) / CCP + Acrylic direct finish,Aug,7590.0,Aug,
Inlay/Onlay Composite (Délai 2),Aug,6390.0,Aug,
Zircone Mono (délai 1) / Xtcera full zircone,Aug,3965.0,Aug,
Stellite Finition Direct (Délai 1) / CCP + Acrylic direct finish,Aug,3825.0,Aug,
Inlay Core (Délai 1) / Post Core,Aug,3115.0,Aug,
Partiel Résine Finition Directe (délais 2) / Partial acrylic denture,Aug,6580.0,Aug,
Céramo-métallique (délai 1) / PFM,Aug,3600.0,Aug,
Dents Supplémentaires (délai 2) / Tooth,Aug,4890.0,Aug,
Emax (Délai 2) / Emax Press,Aug,1920.0,Aug,
Partiel résine finition directe (délais 1) / Partial acrylic denture,Aug,1540.0,Aug,
Emax Onlay high translucide  HT(Délai 1),Aug,1215.0,Aug,
Complet Finition Direct (délai 2) / Full Acrylic denture,Aug,3300.0,Aug,
Inlay/Onlay composite (Délai 1),Aug,2537.0,Aug,
Emax Onlay high translucide  HT (Délai 2),Aug,2800.0,Aug,
Emax (Délai 1) / Emax Press,Aug,1080.0,Aug,
Dents supplémentaires (Délai 1) / Tooth,Aug,1856.0,Aug,
Stellite en Essayage (délai 2) / CCP + Wax Try in setup,Aug,1320.0,Aug,
Montage complet sur cire (essayage Délai 2) / Full wax try setup denture,Aug,1650.0,Aug,
Rajout Crochet,Aug,2450.0,Aug,
Provisoire (Délai 1) / Temporary Crown,Aug,1530.0,Aug,
Supplément Cr sur implant (délai 2) / Screwed Crown,Aug,1400.0,Aug,
Gouttière Bruxisme mixte (souple/dur) (Délai 1) / Hard & Soft Night Guard Tray,Aug,1920.0,Aug,
Montage Complet sur cire (essayage Délai 1) / Full wax try setup denture,Aug,1080.0,Aug,
Provisoire (Délai 2) / Temporary Crown,Aug,1225.0,Aug,
Complet Finition Direct (délai 1) / Full Acrylic denture,Aug,1320.0,Aug,
Finition Résine (Délai 1) / Acrylic finish,Aug,480.0,Aug,
Réparation ou Adjonction (Délai 1),Aug,1080.0,Aug,
Stellite en Essayage (délai 1) / CCP + Wax Try in setup,Aug,1800.0,Aug,
Finition Résine (Délai 2) / Acrylic finish,Aug,805.0,Aug,
Couronne Métallique (délai 2) / Cocr Metal crown,Aug,920.0,Aug,
Gouttière Blanchiment (Délai 1) / Bleaching tray,Aug,875.0,Aug,
Valplast (Délai 2) / Flibber Valplast Direct Finish,Aug,960.0,Aug,
Supplément Cr sur implant (délai 1) / Screwed Crown,Aug,375.0,Aug,
Valplast (Délai 1) / Flibber Valplast Direct Finish,Aug,160.0,Aug,
Complet Transvissé Résine avec Barre Coulée CoCr / Complet Screwed Wax Try-in setup on casted CoCr Bar with Gingival Side in a BOAT HULL Form (Délai 2),Aug,0.0,Aug,
Emax stratifiée (Délai 2) / Emax Copying,Aug,440.0,Aug,
Gouttière Bruxisme (Délai 1) / Only HARD Night guard tray,Aug,280.0,Aug,
Complet Transvissé Résine Essayage avec Barre Titane / Complet Screwed Wax Try-in setup on TITANE bar with Gingival Side in a BOAT HULL form,Aug,0.0,Aug,
Gouttière Contention Ortho/ Contention Tray,Aug,520.0,Aug,
Emax stratifiée (Délai 1) / Emax Copying,Aug,0.0,Aug,
Complet Transvissé Zircone CTZ (Délai 1) / Bridge screwed retainer Full Zircone,Aug,0.0,Aug,
MCI Pmma,Aug,1900.0,Aug,
Couronne Métallique (délai 1) / Cocr Metal crown,Aug,180.0,Aug,
Essayage Complet sur barre usinée TITANE avec Locators (Barre Contre Barre) / Complet Wax Try-in with counter Bar fitting on MILLED TITANE Bar with LOCATORS (Délai 2),Aug,3000.0,Aug,
Option Maquillage Supplémentaire / Additional Shade,Aug,650.0,Aug,
Option ceramisé / Opaqued,Aug,240.0,Aug,
Soudure,Aug,300.0,Aug,
Rajout Dent / Tooth,Aug,260.0,Aug,
Custom Billing,Aug,482.0,Aug,
Pilier personnalisé,Aug,300.0,Aug,
Finition Résine CTR (Délai 1),Aug,1200.0,Aug,
Wax Up (Délai 1) / Mock Up,Aug,90.0,Aug,
Attachement,Aug,600.0,Aug,
SSA Zircone MULTI,Aug,285.0,Aug,
Barre (fil) contention / contention wire,Aug,400.0,Aug,
PEI (délai 2) / Custom Impression Tray,Aug,135.0,Aug,
Gouttière Bruxisme SOUPLE (Délai 2) / SOFT Guard Tray,Aug,280.0,Aug,
Option Fraisé / Milled Wall,Aug,160.0,Aug,
PEI (délai 1) / Custom Impression Tray,Aug,100.0,Aug,
Gouttières Ortho / Orthodontic Tray,Aug,0.0,Aug,
Délai Express - 1 jour + 25%,Aug,293.0,Aug,
Partiel cire essayage (délai 2) / Partial wax try in setup denture,Aug,0.0,Aug,
Cire (délai 2) / Wax Rim,Aug,100.0,Aug,
Chape guide réduction,Aug,140.0,Aug,
Cire (délai 1) / Wax Rim,Aug,45.0,Aug,
CTCCM complet transvissé CCM / COMPLET SCREWED PFM BRIDGE,Aug,0.0,Aug,
Partiel cire essayage (délai 1) / Partial wax try in setup denture,Aug,0.0,Aug,
Rebasage (Délai 1),Aug,45.0,Aug,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 2),Aug,0.0,Aug,
Wax Up (Délai 2) / Mock Up,Aug,0.0,Aug,
Plaque Palais / Metal Plate,Aug,280.0,Aug,
Plan traitement ortho,Aug,0.0,Aug,
Cire + Pei en un (délai 2) / All in one: Custom Tray Impression + Wax Rim,Aug,50.0,Aug,
Guide Chirurgical,Aug,120.0,Aug,
Finition Résine CTR (Délai 2),Aug,0.0,Aug,
Crochet Valplast / Valplast clasp,Aug,240.0,Aug,
Gouttière de désocclusion Délai 2 (DVO) / DISOCCLUSION TRAY,Aug,240.0,Aug,
Délai Express - 6 jours + 100%,Aug,210.0,Aug,
Gouttière de désocclusion Délai 1 (DVO) / DISOCCLUSION TRAY,Aug,0.0,Aug,
Cire + Pei en un (délai 1) / All in one: Custom Tray Impression + Wax Rim,Aug,0.0,Aug,
Rebasage MCI,Aug,0.0,Aug,
Délai Express - 2 jours + 40%,Aug,0.0,Aug,
Gouttière Bruxisme mixte (souple/dur) (Délai 2) / Hard & Soft Night Guard Tray,Aug,0.0,Aug,
Modèle Etude 3d,Aug,15.0,Aug,
Provisoire Multi (Délai 2) / Temporary Multilayer (Délai 2),Aug,0.0,Aug,
Mainteneur d'espace / Space retainer (cast ring),Aug,90.0,Aug,
Essayage COMPLET Résine sur Locator / COMPLET Wax Try-in : Leave Enough Space for future male part of LOCATOR (Délai 1),Aug,0.0,Aug,
Provisoire Multi (Délai 1) / Temporary Multilayer (Délai 1),Aug,0.0,Aug,
Option Clavette / Key Post Core,Aug,0.0,Aug,
Avis ortho,Aug,0.0,Aug,
Complet avec Plaque Métal Finition Directe (Délai 1) / Full Acrylic denture Direct Finishing WITH Metal PLATE,Aug,0.0,Aug,
Facette / Facet Veneer,Aug,90.0,Aug,
Délai Express - 4 jours + 70%,Aug,0.0,Aug,
Livraison Express,Aug,50.0,Aug,
Clef en Plâtre CTZ 1,Aug,0.0,Aug,
Délai Express - 5 jours + 85%,Aug,178.0,Aug,
SSA PMMA,Aug,170.0,Aug,
Complet avec Plaque Métal Essayage (Délai 2) / Full Acrylic denture Try In WITH Metal PLATE,Aug,0.0,Aug,
Supplément contre-plaquée,Aug,85.0,Aug,
Bridge TOBBI,Aug,0.0,Aug,
Finition Résine Complet sur implants (Délai 2),Aug,0.0,Aug,
Modèle d'étude,Aug,0.0,Aug,
Disjoncteur avec bagues (Délais 2),Aug,128.0,Aug,
Joint Céram / Porcelain butt margin,Aug,60.0,Aug,
Complet Transvissé Pmma CTP (Délai 1) / Bridge screwed retained PMMA/Temporary,Aug,500.0,Aug,
Complet Transvissé Résine (Délai 2),Aug,500.0,Aug,
PEI Projet Prothétique,Aug,0.0,Aug,
Plaque avec vérin de Hawley (Délai 2),Aug,0.0,Aug,
Design Couronne CAO W,Aug,0.0,Aug,
Cire Base dure (Délai 1),Aug,0.0,Aug,
Clef silicone (9-14 dents) / Mock Up Key,Aug,0.0,Aug,
Délai Express - 3 jours + 55%,Aug,0.0,Aug,
Finition Résine COMPLET SUR LOCATOR (Délai 1),Aug,100.0,Aug,
Arc de Nance avec bagues,Aug,0.0,Aug,
Réparation ou Adjonction (délai 2),Aug,0.0,Aug,
Cire base dure (Délai 2),Aug,0.0,Aug,
Complet avec Plaque Métal Essayage (Délai 1) / Full Acrylic denture Try In WITH Metal PLATE,Aug,0.0,Aug,
Grille de renfort,Aug,0.0,Aug,
Stellite PEEK (Délai 1) / CCP PEEK,Aug,0.0,Aug,
Céramique Gingivale / Pink Porcelain,Aug,0.0,Aug,
Clef silicone (1 a 4 dents)/ Mock Up Key,Aug,0.0,Aug,
Duplicata,Aug,0.0,Aug,
Finition Résine COMPLET SUR LOCATOR (Délai 2),Aug,0.0,Aug,
Supplément multi,Aug,0.0,Aug,
Clef silicone (5-8 dents) / Mock Up Key,Aug,0.0,Aug,
Gouttière sur Dent Pro,Aug,0.0,Aug,
Impression (Résine Spécial) Guide Chirurgical,Aug,0.0,Aug,
Rebasage (délai 2),Aug,0.0,Aug,
Chappe de réduction,Aug,0.0,Aug,
Clef validation emp. numérique,Aug,0.0,Aug,
Gouttière Blanchiment (Délai 2) / Bleaching tray,Aug,0.0,Aug,
Gouttière Bruxisme (Délai 2) / Only HARD Night guard tray,Aug,0.0,Aug,
Gouttière Provisoire,Aug,0.0,Aug,
Gouttières de Fluoration / Fluoridation Tray,Aug,0.0,Aug,
Plan de traitement suite avis Ortho,Aug,0.0,Aug,
Stellite PEEK (Délai 2) / CCP PEEK,Aug,0.0,Aug,
